Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
109,Cr,,Rice,Oryza sativa,Roots,,,,,,6.80E+02,,,4.90E+03,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
110,Mn,,Rice,Oryza sativa,Shoots,,,,,,6.00E+02,,,3.90E+04,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
111,Mn,,Rice,Oryza sativa,Shoots,,,,,,4.80E+02,,,4.40E+04,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
112,Mn,,Rice,Oryza sativa,Shoots,,,,,,7.80E+02,,,4.80E+04,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
113,Mn,,Rice,Oryza sativa,Shoots,,,,,,3.80E+02,,,4.10E+04,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
114,Mn,,Rice,Oryza sativa,Roots,,,,,,4.80E+02,,,3.90E+04,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
115,Mn,,Rice,Oryza sativa,Roots,,,,,,8.40E+02,,,4.40E+04,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
116,Mn,,Rice,Oryza sativa,Roots,,,,,,8.00E+02,,,4.80E+04,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
117,Mn,,Rice,Oryza sativa,Roots,,,,,,5.70E+02,,,4.10E+04,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
118,Fe,,Rice,Oryza sativa,Shoots,,,,,,3.60E+02,,,2.60E+05,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
119,Fe,,Rice,Oryza sativa,Shoots,,,,,,2.40E+02,,,2.30E+05,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
120,Fe,,Rice,Oryza sativa,Shoots,,,,,,3.80E+02,,,2.40E+05,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
121,Fe,,Rice,Oryza sativa,Shoots,,,,,,6.70E+02,,,1.40E+05,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
122,Fe,,Rice,Oryza sativa,Roots,,,,,,3.40E+04,,,2.60E+05,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
123,Fe,,Rice,Oryza sativa,Roots,,,,,,4.10E+04,,,2.30E+05,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
124,Fe,,Rice,Oryza sativa,Roots,,,,,,5.70E+04,,,2.40E+05,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
125,Fe,,Rice,Oryza sativa,Roots,,,,,,5.00E+04,,,1.40E+05,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
126,Co,,Rice,Oryza sativa,Shoots,,,,,,2.70E+00,,,9.30E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
127,Co,,Rice,Oryza sativa,Shoots,,,,,,2.70E+00,,,1.10E+03,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
128,Co,,Rice,Oryza sativa,Shoots,,,,,,5.40E+00,,,1.10E+03,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
129,Co,,Rice,Oryza sativa,Shoots,,,,,,1.70E+00,,,9.10E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
130,Co,,Rice,Oryza sativa,Roots,,,,,,4.80E+01,,,9.30E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
131,Co,,Rice,Oryza sativa,Roots,,,,,,8.10E+01,,,1.10E+03,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
132,Co,,Rice,Oryza sativa,Roots,,,,,,7.60E+01,,,1.10E+03,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
133,Co,,Rice,Oryza sativa,Roots,,,,,,6.00E+01,,,9.10E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
134,Ni,,Rice,Oryza sativa,Shoots,,,,,,7.60E+00,,,6.60E+03,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
135,Ni,,Rice,Oryza sativa,Shoots,,,,,,6.90E+00,,,6.70E+03,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
136,Ni,,Rice,Oryza sativa,Shoots,,,,,,1.00E+01,,,7.20E+03,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
137,Ni,,Rice,Oryza sativa,Shoots,,,,,,1.50E+01,,,4.80E+03,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
138,Ni,,Rice,Oryza sativa,Roots,,,,,,4.30E+02,,,6.60E+03,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
139,Ni,,Rice,Oryza sativa,Roots,,,,,,5.50E+02,,,6.70E+03,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
140,Ni,,Rice,Oryza sativa,Roots,,,,,,6.90E+02,,,7.20E+03,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
141,Ni,,Rice,Oryza sativa,Roots,,,,,,5.10E+02,,,4.80E+03,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
142,Cu,,Rice,Oryza sativa,Shoots,,,,,,7.50E-01,,,2.50E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
143,Cu,,Rice,Oryza sativa,Shoots,,,,,,2.00E+00,,,2.40E+02,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
144,Cu,,Rice,Oryza sativa,Shoots,,,,,,7.80E+00,,,2.70E+02,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
145,Cu,,Rice,Oryza sativa,Shoots,,,,,,7.00E-01,,,1.90E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
146,Cu,,Rice,Oryza sativa,Roots,,,,,,1.20E+01,,,2.50E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
147,Cu,,Rice,Oryza sativa,Roots,,,,,,1.40E+01,,,2.40E+02,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
148,Cu,,Rice,Oryza sativa,Roots,,,,,,2.20E+01,,,2.70E+02,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
149,Cu,,Rice,Oryza sativa,Roots,,,,,,1.50E+01,,,1.90E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
150,Zn,,Rice,Oryza sativa,Shoots,,,,,,3.70E+01,,,5.50E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
151,Zn,,Rice,Oryza sativa,Shoots,,,,,,4.40E+01,,,5.60E+02,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
152,Zn,,Rice,Oryza sativa,Shoots,,,,,,6.20E+01,,,6.10E+02,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
153,Zn,,Rice,Oryza sativa,Shoots,,,,,,5.50E+01,,,6.70E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
154,Zn,,Rice,Oryza sativa,Roots,,,,,,1.80E+01,,,5.50E+02,,,Malaysia,"Ranau Valley (S1), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,13.28,,,,,5.93,0,1,0.5,3
155,Zn,,Rice,Oryza sativa,Roots,,,,,,2.20E+01,,,5.60E+02,,,Malaysia,"Ranau Valley (S2), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.09,,,,,5.95,0,1,0.5,3
156,Zn,,Rice,Oryza sativa,Roots,,,,,,2.90E+01,,,6.10E+02,,,Malaysia,"Ranau Valley (S3), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,12.16,,,,,6.02,0,1,0.5,3
157,Zn,,Rice,Oryza sativa,Roots,,,,,,2.40E+01,,,6.70E+02,,,Malaysia,"Ranau Valley (S4), Sabah State",Af,SI,F,,,,Washed,0-20,Silty clay loam,7.41-33.44,33.21-69.02,13.55-46.98,11.95,,,,,5.68,0,1,0.5,3
158,Ra,Ra-226,Rice,Oryza sativa,Grains,1.70E-01,,,0.1,0.3,1.50E+00,4.00E-01,6,9.10E+00,1.80E+00,6,Malaysia,"Sungai Besar, Selangor State",Af,N,F,,,,,0-5,Clay,20,35,45,11.97,,,,12.6,5.51,0,1,1,4
159,Th,Th-232,Rice,Oryza sativa,Grains,1.80E-01,,,0.08,0.28,3.60E+00,1.40E+00,6,2.10E+01,3.10E+00,6,Malaysia,"Sungai Besar, Selangor State",Af,N,F,,,,,0-5,Clay,20,35,45,11.97,,,,12.6,5.51,0,1,1,4
160,K,K-40,Rice,Oryza sativa,Grains,5.20E-01,,,0.47,0.61,6.00E+01,6.00E+00,6,1.10E+02,6.60E+00,6,Malaysia,"Sungai Besar, Selangor State",Af,N,F,,,,,0-5,Clay,20,35,45,11.97,,,,12.6,5.51,0,1,1,4
161,Ra,Ra-226,Rice,Oryza sativa,Grains,3.20E-01,,,0.24,0.43,2.80E+00,7.00E-01,5,8.90E+00,2.20E+00,5,Malaysia,"Kampung Permatang Tok Labu, Penang State",Af,N,F,,,,,0-5,Clay,17,30,53,18.47,,,,15.4,5.68,0,1,1,4
162,Th,Th-232,Rice,Oryza sativa,Grains,4.70E-01,,,0.33,0.59,7.50E+00,2.70E+00,5,1.60E+01,2.80E+00,5,Malaysia,"Kampung Permatang Tok Labu, Penang State",Af,N,F,,,,,0-5,Clay,17,30,53,18.47,,,,15.4,5.68,0,1,1,4
163,K,K-40,Rice,Oryza sativa,Grains,1.00E+00,,,0.83,1.24,8.90E+01,6.20E+00,5,9.00E+01,9.80E+00,5,Malaysia,"Kampung Permatang Tok Labu, Penang State",Af,N,F,,,,,0-5,Clay,17,30,53,18.47,,,,15.4,5.68,0,1,1,4
164,Ra,Ra-226,Rice,Oryza sativa,Grains,3.20E-01,,,0.32,0.37,2.30E+00,5.00E-01,3,7.20E+00,2.00E+00,3,Malaysia,"Kampung Sakan, Kedah State",Am,N,F,,,,,0-5,Clay,15,25,60,30.2,,,,20.7,6.76,0,1,1,4
165,Th,Th-232,Rice,Oryza sativa,Grains,4.80E-01,,,0.39,0.55,5.50E+00,9.00E-01,3,1.20E+01,1.90E+00,3,Malaysia,"Kampung Sakan, Kedah State",Am,N,F,,,,,0-5,Clay,15,25,60,30.2,,,,20.7,6.76,0,1,1,4
166,K,K-40,Rice,Oryza sativa,Grains,1.20E+00,,,1.12,1.27,9.20E+01,5.40E+00,3,7.70E+01,5.70E+00,3,Malaysia,"Kampung Sakan, Kedah State",Am,N,F,,,,,0-5,Clay,15,25,60,30.2,,,,20.7,6.76,0,1,1,4
167,Ra,Ra-226,"Cassava, tapioca",Manihot esculenta,Roots,1.10E+00,,,0.99,1.28,1.30E+02,,4,1.10E+02,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
168,Th,Th-232,"Cassava, tapioca",Manihot esculenta,Roots,3.00E-01,,,0.15,0.61,3.00E+00,,4,8.50E+00,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
169,K,K-40,"Cassava, tapioca",Manihot esculenta,Roots,1.10E+00,,,1.1,1.29,8.40E+02,,4,7.50E+02,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
170,Y,Y-88,"Cassava, tapioca",Manihot esculenta,Roots,2.50E-01,,,0.16,0.66,7.00E+00,,4,2.90E+01,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
171,Ra,Ra-226,Sweet potato,Ipomoea batatas,Tubers,5.80E-01,,,0.5,0.74,6.70E+01,,4,1.10E+02,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
172,Th,Th-232,Sweet potato,Ipomoea batatas,Tubers,9.20E-01,,,0.73,1.4,8.00E+00,,4,8.50E+00,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
173,K,K-40,Sweet potato,Ipomoea batatas,Tubers,3.30E+00,,,3,3.5,2.50E+03,,4,7.50E+02,,4,Malaysia,"Puchong, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,60,10,30,7.97,,,,20.4,4.2-6.5,0,1,1,5
174,Ra,Ra-226,"Cassava, tapioca",Manihot esculenta,Roots,1.00E+00,,,0.75,1.4,9.60E+01,,5,9.10E+01,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
175,Th,Th-232,"Cassava, tapioca",Manihot esculenta,Roots,2.80E-01,,,0.14,0.73,1.70E+01,,5,5.10E+01,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
176,K,K-40,"Cassava, tapioca",Manihot esculenta,Roots,2.00E+00,,,1.7,2.2,8.40E+02,,5,4.10E+02,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
177,Ra,Ra-226,Sweet potato,Ipomoea batatas,Tubers,8.20E-01,,,0.61,1.05,7.60E+01,,5,9.10E+01,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
178,Th,Th-232,Sweet potato,Ipomoea batatas,Tubers,3.30E-01,,,0.22,0.5,1.70E+01,,5,5.10E+01,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
179,K,K-40,Sweet potato,Ipomoea batatas,Tubers,6.90E-01,,,0.61,0.75,2.80E+02,,5,4.10E+02,,5,Malaysia,"Chemor, Perak State",Af,N,F,,R,,Washed,0-20,Organic,,,,65,,,,70-80,3.5-4.5,0,1,1,5
180,Ra,Ra-226,"Cassava, tapioca",Manihot esculenta,Roots,7.70E-01,,,0.66,0.87,1.00E+02,,3,1.30E+02,,3,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Clay loam,45,25,30,8.39,,,,15.7,5.8-6.7,0,1,1,5
181,Th,Th-232,"Cassava, tapioca",Manihot esculenta,Roots,1.70E+00,,,1.6,2,4.20E+01,,3,2.50E+01,,3,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Clay loam,45,25,30,8.39,,,,15.7,5.8-6.7,0,1,1,5
182,K,K-40,"Cassava, tapioca",Manihot esculenta,Roots,1.10E-01,,,0.1,0.12,5.60E+01,,3,5.20E+02,,3,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Clay loam,45,25,30,8.39,,,,15.7,5.8-6.7,0,1,1,5
183,Y,Y-88,"Cassava, tapioca",Manihot esculenta,Roots,6.10E-01,,,0.49,0.95,1.20E+01,,3,1.90E+01,,3,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Clay loam,45,25,30,8.39,,,,15.7,5.8-6.7,0,1,1,5
184,Ra,Ra-226,"Cassava, tapioca",Manihot esculenta,Roots,8.10E-01,,,0.66,1,8.70E+01,,4,1.10E+02,,4,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,48,23,29,5.59,,,,11.8,5.5-6.1,0,1,1,5
185,Th,Th-232,"Cassava, tapioca",Manihot esculenta,Roots,4.70E-01,,,0.39,0.58,4.30E+01,,4,9.10E+01,,4,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,48,23,29,5.59,,,,11.8,5.5-6.1,0,1,1,5
186,K,K-40,"Cassava, tapioca",Manihot esculenta,Roots,8.00E-01,,,0.79,0.84,8.00E+02,,4,9.90E+02,,4,Malaysia,"Lembah Beringin, Selangor State",Af,N,F,,R,,Washed,0-20,Sandy clay loam,48,23,29,5.59,,,,11.8,5.5-6.1,0,1,1,5
187,Ra,Ra-226,Rice,,Roots,,,,,,7.50E+00,,,7.40E+01,,,Malaysia,"Kampung Permatang Tok Brain (1), Penang State",Af,N,F,,,,Washed,0-20,Loamy sand,82.4,8.4,9.2,11.2,,,,8.36,4.74,0,1,1,6
188,Ra,Ra-226,Rice,,Roots,,,,,,8.60E+00,,,8.50E+01,,,Malaysia,"Kampung Guar Tuan Said (2), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,62.4,16,21.6,8.4,,,,7.92,5.36,0,1,1,6
189,Ra,Ra-226,Rice,,Roots,,,,,,1.20E+01,,,1.50E+02,,,Malaysia,"Kampung Pantai Kemelun (3), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,58.8,16.4,24.8,10,,,,9.24,5.57,0,1,1,6
190,Ra,Ra-226,Rice,,Roots,,,,,,1.10E+01,,,2.10E+02,,,Malaysia,"Kampung Permatang Langsat (4), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,60,12.4,27.6,15.6,,,,16.94,4.57,0,1,1,6
191,Ra,Ra-226,Rice,,Roots,,,,,,7.60E+00,,,1.20E+02,,,Malaysia,"Kampung Setui (5), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,62.8,10.8,26.4,14,,,,14.3,5.13,0,1,1,6
192,Ra,Ra-226,Rice,,Roots,,,,,,4.90E+00,,,4.90E+01,,,Malaysia,"Permatang Pak Maras (6), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,74.4,12.4,13.2,10.8,,,,7.7,4.17,0,1,1,6
193,Ra,Ra-226,Rice,,Roots,,,,,,7.30E+00,,,9.00E+01,,,Malaysia,"Kampung Permatang Manggis (7), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,63.2,13.2,23.6,8.4,,,,20.24,5.08,0,1,1,6
194,Ra,Ra-226,Rice,,Roots,,,,,,9.40E+00,,,5.90E+01,,,Malaysia,"Taman Seri Gelugor (8), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,76.4,8.4,15.2,16.6,,,,13.92,4.22,0,1,1,6
195,Ra,Ra-226,Rice,,Roots,,,,,,5.40E+00,,,5.70E+01,,,Malaysia,"Telok Air Tawar (9), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,73.2,10.8,16,6.8,,,,15.9,5.75,0,1,1,6
196,Ra,Ra-226,Rice,,Roots,,,,,,7.20E+00,,,6.20E+01,,,Malaysia,"Kampung Tok Hamid (10), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,72.4,16.4,11.2,6.9,,,,23.76,7.22,0,1,1,6
197,Ra,Ra-226,Rice,,Roots,,,,,,7.30E+00,,,5.40E+01,,,Malaysia,"Kampung Padang Kerai Kecil (11), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,56.8,13.6,29.6,12.8,,,,11.26,4.25,0,1,1,6
198,Ra,Ra-226,Rice,,Roots,,,,,,6.70E+00,,,6.00E+01,,,Malaysia,"Kampung Tasek Gelugor (12), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,72,9.2,18.8,6.4,,,,18.04,6.85,0,1,1,6
199,Ra,Ra-226,Rice,,Roots,,,,,,7.90E+00,,,6.60E+01,,,Malaysia,"Permatang Chetak (13), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,73.2,23.6,3.2,12,,,,8.14,5.63,0,1,1,6
200,Ra,Ra-226,Rice,,Roots,,,,,,9.60E+00,,,7.90E+01,,,Malaysia,"Kampung Terus (14), Penang State",Af,N,F,,,,Washed,0-20,Loamy sand,88.8,3.2,8,22,,,,15.12,4.66,0,1,1,6
201,Ra,Ra-226,Rice,,Roots,,,,,,4.50E+00,,,5.20E+01,,,Malaysia,"Kampung Guar Petai (15), Penang State",Af,N,F,,,,Washed,0-20,Sandy loam,70,18.4,11.6,17,,,,24.42,6.9,0,1,1,6
202,Ra,Ra-226,Rice,,Roots,,,,,,9.50E+00,,,6.30E+01,,,Malaysia,"Permatang Pauh (16), Penang State",Af,N,F,,,,Washed,0-20,Loamy sand,80.6,9.2,10.2,18,,,,9.46,4.21,0,1,1,6
203,Ra,Ra-226,Rice,,Roots,,,,,,8.40E+00,,,7.10E+01,,,Malaysia,"Kampung Batu Jelutung (17), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,69.2,4.8,26,13.6,,,,19.28,4.06,0,1,1,6
204,Ra,Ra-226,Rice,,Roots,,,,,,6.20E+00,,,5.30E+01,,,Malaysia,"Kampung Belah Dua (18), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,67.6,12,20.4,14.8,,,,14.92,4.23,0,1,1,6
205,Ra,Ra-226,Rice,,Roots,,,,,,6.50E+00,,,9.60E+01,,,Malaysia,"Kampung Besar (19), Penang State",Af,N,F,,,,Washed,0-20,Sandy clay loam,61.6,10.8,27.6,15.2,,,,22.66,6.44,0,1,1,6
