Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
6163,K,K-40,Bitter gourd,Momordica charantia,Fruits,2.40E-01,,,,,2.10E+02,,,8.70E+02,,,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,2016,,,,0-15,,,,,1.75,,,,,5.0-8.0,0,1,1,73
6164,K,K-40,Cauliflower,Brassica oleracea botrytis,Heads,5.20E-01,,,,,4.20E+02,,,8.00E+02,,,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,2016,,,,0-15,,,,,1.75,,,,,5.0-8.0,0,1,1,73
6165,K,K-40,Potato,Solanum tuberosum,Tubers,4.70E-01,,,,,4.30E+02,,,9.30E+02,,,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,2016,,,,0-15,,,,,1.75,,,,,5.0-8.0,0,1,1,73
6166,K,K-40,Okra,Abelmoschus esculentus,Fruits,2.60E-01,,,,,2.30E+02,,,8.70E+02,,,Bangladesh,"Savar Upazila, Dhaka District, Dhaka Division",Aw,N,F,2016,,,,0-15,,,,,1.75,,,,,5.0-8.0,0,1,1,73
6167,Pb,,Mango,Mangifera indica,Fruits,,,,,,1.30E+00,2.10E-01,5,2.40E+00,2.70E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6168,Zn,,Mango,Mangifera indica,Fruits,,,,,,2.50E+00,3.50E-01,5,8.60E+00,1.80E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6169,Mn,,Mango,Mangifera indica,Fruits,,,,,,1.10E+02,2.30E+01,5,1.10E+02,4.00E+01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6170,Cu,,Mango,Mangifera indica,Fruits,,,,,,2.30E+00,2.10E-01,5,1.20E+00,1.10E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6171,Mg,,Mango,Mangifera indica,Fruits,,,,,,3.10E-01,1.00E-02,5,1.50E+00,7.20E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6172,Pb,,Mango,Mangifera indica,Fruits,,,,,,2.70E+00,1.20E+00,5,3.70E+00,7.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6173,Zn,,Mango,Mangifera indica,Fruits,,,,,,2.00E+00,7.20E-01,5,6.00E+00,1.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6174,Mn,,Mango,Mangifera indica,Fruits,,,,,,1.80E+02,4.30E+01,5,1.90E+02,1.40E+01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6175,Cu,,Mango,Mangifera indica,Fruits,,,,,,4.00E+00,1.10E-01,5,4.50E+00,6.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6176,Mg,,Mango,Mangifera indica,Fruits,,,,,,1.70E+00,5.60E-01,5,4.50E+00,3.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6177,Pb,,Mango,Mangifera indica,Fruits,,,,,,1.30E+00,5.40E-01,5,1.40E+00,2.20E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6178,Zn,,Mango,Mangifera indica,Fruits,,,,,,2.30E+00,1.20E+00,5,5.30E+00,1.80E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6179,Mn,,Mango,Mangifera indica,Fruits,,,,,,1.00E+02,3.80E+01,5,1.10E+02,2.30E+00,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6180,Cu,,Mango,Mangifera indica,Fruits,,,,,,3.80E+00,2.50E-01,5,1.60E+00,2.20E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6181,Mg,,Mango,Mangifera indica,Fruits,,,,,,1.70E+00,1.10E-01,5,1.40E+00,7.40E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6182,Pb,,Mango,Mangifera indica,Fruits,,,,,,2.00E+00,5.60E-01,5,2.00E+00,1.00E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6183,Zn,,Mango,Mangifera indica,Fruits,,,,,,1.10E+00,8.30E-01,5,6.70E+00,3.10E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6184,Mn,,Mango,Mangifera indica,Fruits,,,,,,1.60E+02,3.80E+01,5,1.40E+02,2.10E+01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6185,Cu,,Mango,Mangifera indica,Fruits,,,,,,5.20E+00,2.70E+00,5,6.40E+00,4.10E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6186,Mg,,Mango,Mangifera indica,Fruits,,,,,,1.50E+00,6.70E-01,5,1.70E+00,2.50E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6187,Pb,,Pawpaw,Carica papaya,Fruits,,,,,,1.40E+00,2.10E-01,5,2.40E+00,2.70E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6188,Zn,,Pawpaw,Carica papaya,Fruits,,,,,,6.30E+00,3.50E-01,5,8.60E+00,1.80E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6189,Mn,,Pawpaw,Carica papaya,Fruits,,,,,,1.20E+02,2.30E+01,5,1.10E+02,4.00E+01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6190,Cu,,Pawpaw,Carica papaya,Fruits,,,,,,2.50E+00,2.10E-01,5,1.20E+00,1.10E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6191,Mg,,Pawpaw,Carica papaya,Fruits,,,,,,1.00E+00,1.00E-02,5,1.50E+00,7.20E-01,5,Nigeria,"Choba (dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6192,Pb,,Pawpaw,Carica papaya,Fruits,,,,,,1.40E+00,1.20E+00,5,3.70E+00,7.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6193,Zn,,Pawpaw,Carica papaya,Fruits,,,,,,4.90E+00,7.20E-01,5,6.00E+00,1.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6194,Mn,,Pawpaw,Carica papaya,Fruits,,,,,,1.40E+02,4.30E+01,5,1.90E+02,1.40E+01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6195,Cu,,Pawpaw,Carica papaya,Fruits,,,,,,4.00E+00,1.10E-01,5,4.50E+00,6.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6196,Mg,,Pawpaw,Carica papaya,Fruits,,,,,,1.60E+00,5.60E-01,5,4.50E+00,3.10E-01,5,Nigeria,"Alesa (dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6197,Pb,,Pawpaw,Carica papaya,Fruits,,,,,,1.10E+00,5.40E-01,5,1.40E+00,2.20E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6198,Zn,,Pawpaw,Carica papaya,Fruits,,,,,,6.30E+00,1.20E+00,5,5.30E+00,1.80E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6199,Mn,,Pawpaw,Carica papaya,Fruits,,,,,,1.10E+02,3.80E+01,5,1.10E+02,2.30E+00,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6200,Cu,,Pawpaw,Carica papaya,Fruits,,,,,,3.90E+00,2.50E-01,5,1.60E+00,2.20E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6201,Mg,,Pawpaw,Carica papaya,Fruits,,,,,,1.80E+00,1.10E-01,5,1.40E+00,7.40E-01,5,Nigeria,"Ozuoba (non-dumpsite), Obio/Akpor, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6202,Pb,,Pawpaw,Carica papaya,Fruits,,,,,,1.60E+00,5.60E-01,5,2.00E+00,1.00E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6203,Zn,,Pawpaw,Carica papaya,Fruits,,,,,,3.80E+00,8.30E-01,5,6.70E+00,3.10E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6204,Mn,,Pawpaw,Carica papaya,Fruits,,,,,,1.20E+02,3.80E+01,5,1.40E+02,2.10E+01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6205,Cu,,Pawpaw,Carica papaya,Fruits,,,,,,4.10E+00,2.70E+00,5,6.40E+00,4.10E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6206,Mg,,Pawpaw,Carica papaya,Fruits,,,,,,1.70E+00,6.70E-01,5,1.70E+00,2.50E-01,5,Nigeria,"Nchia (non-dumpsite), Eleme, Rivers State",Am,SI,F,2016,,,,0-5,,,,,,,,,,,0,1,0.5,74
6207,Pb,,Red spinach,,Leaves,2.60E-01,,,,,1.90E+00,,,7.30E+00,,,Bangladesh,"Savar Upazila (site 1), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6208,Pb,,Red spinach,,Leaves,6.00E-02,,,,,1.10E+00,,,1.90E+01,,,Bangladesh,"Savar Upazila (site 2), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6209,Pb,,Red spinach,,Leaves,1.70E-01,,,,,7.10E-01,,,4.10E+00,,,Bangladesh,"Savar Upazila (site 3), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6210,Pb,,Red spinach,,Leaves,8.90E-01,,,,,1.90E+00,,,2.10E+00,,,Bangladesh,"Savar Upazila (site 4), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6211,Pb,,Red spinach,,Leaves,6.40E-01,,,,,2.10E+00,,,1.70E+00,,,Bangladesh,"Savar Upazila (site 5), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6212,Pb,,Red spinach,,Leaves,2.90E-01,,,,,2.90E+00,,,9.80E+00,,,Bangladesh,"Savar Upazila (site 6), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6213,Pb,,Red spinach,,Leaves,4.50E-01,,,,,3.20E+00,,,6.90E+00,,,Bangladesh,"Savar Upazila (site 7), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6214,Pb,,Red spinach,,Leaves,7.70E-01,,,,,3.00E+00,,,5.00E+00,,,Bangladesh,"Savar Upazila (site 8), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6215,Pb,,Red spinach,,Leaves,5.00E-02,,,,,6.90E-01,,,1.20E+01,,,Bangladesh,"Savar Upazila (site 9), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6216,Pb,,Red spinach,,Leaves,3.30E-01,,,,,2.00E+00,,,5.90E+00,,,Bangladesh,"Savar Upazila (site 10), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6217,Cr,,Red spinach,,Leaves,1.90E-01,,,,,1.80E+00,,,9.40E+00,,,Bangladesh,"Savar Upazila (site 1), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6218,Cr,,Red spinach,,Leaves,2.50E-01,,,,,1.20E+00,,,4.50E+00,,,Bangladesh,"Savar Upazila (site 2), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6219,Cr,,Red spinach,,Leaves,2.60E-01,,,,,1.70E+00,,,6.40E+00,,,Bangladesh,"Savar Upazila (site 3), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6220,Cr,,Red spinach,,Leaves,2.60E-01,,,,,2.30E+00,,,1.10E+01,,,Bangladesh,"Savar Upazila (site 4), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6221,Cr,,Red spinach,,Leaves,2.40E-01,,,,,3.30E+00,,,1.40E+01,,,Bangladesh,"Savar Upazila (site 5), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6222,Cr,,Red spinach,,Leaves,9.00E-02,,,,,1.50E+00,,,1.60E+01,,,Bangladesh,"Savar Upazila (site 6), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6223,Cr,,Red spinach,,Leaves,7.00E-02,,,,,1.90E+00,,,2.80E+01,,,Bangladesh,"Savar Upazila (site 7), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6224,Cr,,Red spinach,,Leaves,8.00E-02,,,,,2.90E+00,,,3.30E+01,,,Bangladesh,"Savar Upazila (site 8), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6225,Cr,,Red spinach,,Leaves,1.00E-01,,,,,2.60E+00,,,2.50E+01,,,Bangladesh,"Savar Upazila (site 9), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6226,Cr,,Red spinach,,Leaves,3.20E-01,,,,,3.80E+00,,,1.20E+01,,,Bangladesh,"Savar Upazila (site 10), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6227,Cd,,Red spinach,,Leaves,1.80E-01,,,,,6.10E-01,,,3.30E+00,,,Bangladesh,"Savar Upazila (site 1), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6228,Cd,,Red spinach,,Leaves,1.30E-01,,,,,1.00E+00,,,7.80E+00,,,Bangladesh,"Savar Upazila (site 2), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6229,Cd,,Red spinach,,Leaves,4.00E-02,,,,,1.80E-01,,,4.70E+00,,,Bangladesh,"Savar Upazila (site 3), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6230,Cd,,Red spinach,,Leaves,1.20E-01,,,,,6.10E-01,,,5.10E+00,,,Bangladesh,"Savar Upazila (site 4), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6231,Cd,,Red spinach,,Leaves,2.60E-01,,,,,1.00E+00,,,4.00E+00,,,Bangladesh,"Savar Upazila (site 5), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6232,Cd,,Red spinach,,Leaves,6.50E-01,,,,,1.90E+00,,,2.90E+00,,,Bangladesh,"Savar Upazila (site 6), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6233,Cd,,Red spinach,,Leaves,1.10E+00,,,,,1.10E+00,,,1.00E+00,,,Bangladesh,"Savar Upazila (site 7), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6234,Cd,,Red spinach,,Leaves,1.20E-01,,,,,4.60E-01,,,3.70E+00,,,Bangladesh,"Savar Upazila (site 8), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6235,Cd,,Red spinach,,Leaves,4.60E-01,,,,,2.30E+00,,,5.00E+00,,,Bangladesh,"Savar Upazila (site 9), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6236,Cd,,Red spinach,,Leaves,1.30E-01,,,,,3.20E-01,,,2.40E+00,,,Bangladesh,"Savar Upazila (site 10), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6237,Cu,,Red spinach,,Leaves,1.80E-01,,,,,2.00E+00,,,1.10E+01,,,Bangladesh,"Savar Upazila (site 1), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6238,Cu,,Red spinach,,Leaves,4.50E-01,,,,,2.60E+00,,,5.60E+00,,,Bangladesh,"Savar Upazila (site 2), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6239,Cu,,Red spinach,,Leaves,5.00E-02,,,,,1.10E+00,,,2.30E+01,,,Bangladesh,"Savar Upazila (site 3), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6240,Cu,,Red spinach,,Leaves,3.60E-01,,,,,3.00E+00,,,8.20E+00,,,Bangladesh,"Savar Upazila (site 4), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6241,Cu,,Red spinach,,Leaves,4.00E-02,,,,,2.60E-01,,,7.00E+00,,,Bangladesh,"Savar Upazila (site 5), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6242,Cu,,Red spinach,,Leaves,2.10E-01,,,,,3.50E+00,,,1.70E+01,,,Bangladesh,"Savar Upazila (site 6), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6243,Cu,,Red spinach,,Leaves,5.30E-01,,,,,2.20E+00,,,4.10E+00,,,Bangladesh,"Savar Upazila (site 7), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6244,Cu,,Red spinach,,Leaves,8.00E-02,,,,,2.60E-01,,,3.10E+00,,,Bangladesh,"Savar Upazila (site 8), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6245,Cu,,Red spinach,,Leaves,2.20E-01,,,,,2.10E+00,,,9.10E+00,,,Bangladesh,"Savar Upazila (site 9), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6246,Cu,,Red spinach,,Leaves,2.90E-01,,,,,3.40E+00,,,1.10E+01,,,Bangladesh,"Savar Upazila (site 10), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6247,Zn,,Red spinach,,Leaves,2.90E-01,,,,,1.50E+00,,,5.00E+00,,,Bangladesh,"Savar Upazila (site 1), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6248,Zn,,Red spinach,,Leaves,2.20E-01,,,,,3.00E+00,,,1.40E+01,,,Bangladesh,"Savar Upazila (site 2), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6249,Zn,,Red spinach,,Leaves,3.00E-01,,,,,8.30E+00,,,8.30E+00,,,Bangladesh,"Savar Upazila (site 3), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6250,Zn,,Red spinach,,Leaves,6.00E-02,,,,,6.80E+00,,,6.40E+00,,,Bangladesh,"Savar Upazila (site 4), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6251,Zn,,Red spinach,,Leaves,3.60E-01,,,,,4.20E+00,,,1.10E+01,,,Bangladesh,"Savar Upazila (site 5), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6252,Zn,,Red spinach,,Leaves,3.80E-01,,,,,2.90E+00,,,7.60E+00,,,Bangladesh,"Savar Upazila (site 6), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6253,Zn,,Red spinach,,Leaves,3.30E-01,,,,,4.00E+00,,,1.20E+01,,,Bangladesh,"Savar Upazila (site 7), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6254,Zn,,Red spinach,,Leaves,1.90E-01,,,,,2.90E+00,,,1.50E+01,,,Bangladesh,"Savar Upazila (site 8), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6255,Zn,,Red spinach,,Leaves,2.80E-01,,,,,5.10E+00,,,1.80E+01,,,Bangladesh,"Savar Upazila (site 9), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6256,Zn,,Red spinach,,Leaves,1.90E-01,,,,,6.30E+00,,,3.30E+01,,,Bangladesh,"Savar Upazila (site 10), Dhaka District, Dhaka Division",Aw,SI,F,,,,Washed,,,,,,,,,,,,0,0.5,1,75
6257,U,U-238,Cassava,Manihot esculenta,Roots,6.20E-01,,,,,1.00E+02,,,1.70E+02,,,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6258,U,U-238,Cassava,Manihot esculenta,Leaves,1.50E+00,,,,,2.40E+02,,,1.70E+02,,,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6259,U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,1.20E+00,,,,,1.90E+02,,,1.70E+02,,,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6260,U,U-238,Groundnut,Arachis hypogaea,Nuts,1.00E-02,,,,,2.00E+00,,,1.70E+02,,,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6261,U,U-238,Plantain,Musa sp.,Fruits,6.00E-03,,,,,1.00E+00,,,1.70E+02,,,Cameroon,"Ngombas, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6262,U,U-238,Cassava,Manihot esculenta,Roots,2.70E+00,,,,,2.90E+02,,,1.10E+02,,,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6263,U,U-238,Cassava,Manihot esculenta,Leaves,3.10E-01,,,,,3.30E+01,,,1.10E+02,,,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6264,U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,1.60E-01,,,,,1.70E+01,,,1.10E+02,,,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6265,U,U-238,Groundnut,Arachis hypogaea,Nuts,1.00E-02,,,,,1.00E+00,,,1.10E+02,,,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6266,U,U-238,Plantain,Musa sp.,Fruits,1.00E-02,,,,,1.00E+00,,,1.10E+02,,,Cameroon,"Awanda, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6267,U,U-238,Cassava,Manihot esculenta,Roots,3.40E-01,,,,,3.90E+01,,,1.10E+02,,,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6268,U,U-238,Cassava,Manihot esculenta,Leaves,4.00E-01,,,,,4.60E+01,,,1.10E+02,,,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6269,U,U-238,Cocoyam,Xanthosoma sagittifolium,Tubers,3.30E-01,,,,,3.80E+01,,,1.10E+02,,,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6270,U,U-238,Groundnut,Arachis hypogaea,Nuts,1.50E+00,,,,,1.70E+02,,,1.10E+02,,,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
6271,U,U-238,Plantain,Musa sp.,Fruits,2.00E-02,,,,,2.00E+00,,,1.10E+02,,,Cameroon,"Bikoue, Akongo-Lolodorf",Am,N,F,,,,Washed,0-5,,,,,,,,,,,0,1,1,76
